,Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
7360,27-07-2024 12:06,12:06:00,CNR3146270091,Success,CID986934,eBike,Marathahalli,KR Puram,No Reason,No Reason,No,,395,Cash,34,4.5,3.4,#NAME?
7361,02-07-2024 19:48,19:48:00,CNR3641625328,Success,CID903822,Prime Plus,Sahakar Nagar,Yelahanka,No Reason,No Reason,No,,2471,UPI,22,3.3,4.0,#NAME?
7362,24-07-2024 16:07,16:07:00,CNR1648175367,Driver Not Found,CID920886,Prime Plus,HSR Layout,Rajarajeshwari Nagar,No Reason,No Reason,,,219,,0,,,#NAME?
7363,26-07-2024 08:05,08:05:00,CNR9120153844,Canceled by Driver,CID676227,Prime SUV,Magadi Road,Ulsoor,No Reason,Customer was coughing/sick,,,194,,0,,,#NAME?
7364,23-07-2024 23:19,23:19:00,CNR8503553295,Canceled by Driver,CID457226,Bike,Shantinagar,Hosur Road,No Reason,Customer related issue,,,380,,0,,,#NAME?
7365,21-07-2024 18:24,18:24:00,CNR4017817073,Canceled by Driver,CID259770,eBike,JP Nagar,Sarjapur Road,No Reason,Personal & Car related issue,,,163,,0,,,#NAME?
7366,03-07-2024 03:43,03:43:00,CNR2866642957,Success,CID309884,Bike,Rajajinagar,JP Nagar,No Reason,No Reason,No,,118,Cash,3,3.5,3.6,#NAME?
7367,25-07-2024 07:29,07:29:00,CNR5080342615,Success,CID201110,Prime SUV,Basavanagudi,Banashankari,No Reason,No Reason,No,,965,Cash,21,3.7,4.2,#NAME?
7368,06-07-2024 19:13,19:13:00,CNR2716754009,Driver Not Found,CID941538,Prime Sedan,Kammanahalli,MG Road,No Reason,No Reason,,,966,,0,,,#NAME?
7369,17-07-2024 04:08,04:08:00,CNR7418210742,Success,CID531150,Auto,Chickpet,Jayanagar,No Reason,No Reason,No,,482,UPI,14,4.1,3.9,#NAME?
7370,09-07-2024 22:32,22:32:00,CNR7947817691,Canceled by Driver,CID304846,eBike,MG Road,Kadugodi,No Reason,Customer related issue,,,2389,,0,,,#NAME?
7371,13-07-2024 21:18,21:18:00,CNR6819005420,Success,CID306177,Auto,Kadugodi,Chickpet,No Reason,No Reason,No,,102,Cash,5,3.7,3.7,#NAME?
7372,28-07-2024 16:09,16:09:00,CNR6027713999,Canceled by Driver,CID771951,Prime Sedan,Tumkur Road,Rajarajeshwari Nagar,No Reason,Customer was coughing/sick,,,435,,0,,,#NAME?
7373,15-07-2024 17:54,17:54:00,CNR1673214280,Success,CID302664,Prime Plus,Vijayanagar,Chamarajpet,No Reason,No Reason,No,,390,UPI,23,3.1,3.5,#NAME?
7374,29-07-2024 15:28,15:28:00,CNR3319117629,Canceled by Driver,CID348848,eBike,HSR Layout,Magadi Road,No Reason,More than permitted people in there,,,445,,0,,,#NAME?
7375,12-07-2024 00:25,00:25:00,CNR4063027025,Canceled by Driver,CID687937,Prime Sedan,Richmond Town,Kammanahalli,No Reason,Personal & Car related issue,,,533,,0,,,#NAME?
7376,13-07-2024 22:12,22:12:00,CNR1315576920,Driver Not Found,CID519576,Auto,Jayanagar,Shivajinagar,No Reason,No Reason,,,667,,0,,,#NAME?
7377,22-07-2024 21:12,21:12:00,CNR6093849908,Success,CID709650,Prime SUV,Yelahanka,Indiranagar,No Reason,No Reason,No,,2782,Cash,9,3.3,3.0,#NAME?
7378,15-07-2024 02:32,02:32:00,CNR8679438105,Success,CID282292,Mini,Hosur Road,Cox Town,No Reason,No Reason,No,,168,Cash,45,4.9,3.5,#NAME?
7379,02-07-2024 12:07,12:07:00,CNR7681908431,Success,CID276547,Prime Plus,Hosur Road,JP Nagar,No Reason,No Reason,No,,701,UPI,5,3.0,4.8,#NAME?
7380,04-07-2024 08:56,08:56:00,CNR6690876174,Success,CID124356,Prime Sedan,Hebbal,Hulimavu,No Reason,No Reason,No,,391,Cash,23,4.5,3.8,#NAME?
7381,04-07-2024 19:46,19:46:00,CNR9560875398,Success,CID790915,Auto,Peenya,Richmond Town,No Reason,No Reason,Yes,Customer Demand,606,Cash,1,3.6,4.8,#NAME?
7382,05-07-2024 00:41,00:41:00,CNR1158391716,Success,CID199001,Mini,MG Road,Richmond Town,No Reason,No Reason,No,,298,Cash,4,4.8,3.5,#NAME?
7383,15-07-2024 08:18,08:18:00,CNR3126290762,Driver Not Found,CID924597,Mini,Peenya,Magadi Road,No Reason,No Reason,,,267,,0,,,#NAME?
7384,21-07-2024 03:33,03:33:00,CNR1218284592,Success,CID210154,Bike,Kammanahalli,Hosur Road,No Reason,No Reason,No,,307,Cash,25,4.6,3.2,#NAME?
7385,07-07-2024 20:33,20:33:00,CNR7315474718,Success,CID234509,Mini,Malleshwaram,Varthur,No Reason,No Reason,No,,1827,Cash,5,4.8,3.7,#NAME?
7386,26-07-2024 23:57,23:57:00,CNR6505309981,Success,CID360298,Prime Sedan,Kengeri,Hebbal,No Reason,No Reason,Yes,Customer Demand,235,UPI,34,3.3,4.3,#NAME?
7387,01-07-2024 14:54,14:54:00,CNR7846276028,Success,CID942218,eBike,Kadugodi,Sahakar Nagar,No Reason,No Reason,No,,388,UPI,34,3.6,4.2,#NAME?
7388,26-07-2024 07:50,07:50:00,CNR2073124055,Canceled by Customer,CID220220,Prime Sedan,Cox Town,Hulimavu,AC is Not working,No Reason,,,449,,0,,,#NAME?
7389,03-07-2024 01:10,01:10:00,CNR3779327161,Canceled by Driver,CID558784,Auto,MG Road,Chamarajpet,No Reason,Personal & Car related issue,,,901,,0,,,#NAME?
7390,22-07-2024 21:05,21:05:00,CNR6545249188,Success,CID259532,Bike,Shivajinagar,Magadi Road,No Reason,No Reason,No,,110,UPI,14,4.5,3.8,#NAME?
7391,02-07-2024 13:40,13:40:00,CNR3778999527,Canceled by Driver,CID657837,Bike,KR Puram,Ramamurthy Nagar,No Reason,Personal & Car related issue,,,2417,,0,,,#NAME?
7392,18-07-2024 17:51,17:51:00,CNR9310036678,Success,CID506603,Bike,Richmond Town,Hebbal,No Reason,No Reason,No,,212,Cash,40,4.1,3.4,#NAME?
7393,07-07-2024 23:54,23:54:00,CNR3346611441,Success,CID758652,Prime Plus,Bellandur,Kengeri,No Reason,No Reason,No,,695,UPI,49,4.8,3.2,#NAME?
7394,08-07-2024 02:02,02:02:00,CNR1289713872,Success,CID455197,Prime Plus,Jayanagar,Yelahanka,No Reason,No Reason,No,,355,Cash,13,4.1,4.7,#NAME?
7395,08-07-2024 07:44,07:44:00,CNR1438089050,Canceled by Customer,CID997264,Mini,Sahakar Nagar,Nagarbhavi,AC is Not working,No Reason,,,365,,0,,,#NAME?
7396,15-07-2024 20:10,20:10:00,CNR7928810792,Success,CID384733,eBike,Hennur,Yeshwanthpur,No Reason,No Reason,No,,274,UPI,46,4.4,3.8,#NAME?
7397,25-07-2024 20:16,20:16:00,CNR6466436239,Success,CID774542,Auto,Richmond Town,Electronic City,No Reason,No Reason,No,,2928,Cash,1,4.6,4.4,#NAME?
7398,01-07-2024 13:17,13:17:00,CNR2054947518,Success,CID432812,Prime Sedan,Chickpet,Majestic,No Reason,No Reason,No,,343,Credit Card,1,3.0,3.7,#NAME?
7399,05-07-2024 19:44,19:44:00,CNR4387321315,Canceled by Driver,CID700178,Mini,Nagarbhavi,Majestic,No Reason,Personal & Car related issue,,,340,,0,,,#NAME?
7400,12-07-2024 05:16,05:16:00,CNR8985432207,Canceled by Driver,CID960981,Prime Plus,Electronic City,RT Nagar,No Reason,Customer related issue,,,384,,0,,,#NAME?
7401,17-07-2024 00:45,00:45:00,CNR9673481471,Canceled by Customer,CID279356,Prime Plus,Padmanabhanagar,Tumkur Road,Change of plans,No Reason,,,344,,0,,,#NAME?
7402,25-07-2024 11:27,11:27:00,CNR7456279786,Driver Not Found,CID102918,eBike,Chamarajpet,Electronic City,No Reason,No Reason,,,496,,0,,,#NAME?
7403,20-07-2024 08:37,08:37:00,CNR5953401146,Success,CID405337,eBike,Hennur,HSR Layout,No Reason,No Reason,Yes,Vehicle Breakdown,244,Cash,26,4.0,3.4,#NAME?
7404,25-07-2024 21:27,21:27:00,CNR4991985708,Success,CID894436,Prime Plus,Frazer Town,Hosur Road,No Reason,No Reason,No,,472,UPI,35,3.1,4.3,#NAME?
7405,09-07-2024 20:41,20:41:00,CNR4240837860,Success,CID217448,eBike,Varthur,Bannerghatta Road,No Reason,No Reason,Yes,Vehicle Breakdown,294,UPI,33,3.3,4.2,#NAME?
7406,05-07-2024 23:58,23:58:00,CNR7199612629,Canceled by Driver,CID123643,eBike,Hosur Road,Cox Town,No Reason,Customer was coughing/sick,,,258,,0,,,#NAME?
7407,15-07-2024 05:31,05:31:00,CNR2230160842,Canceled by Driver,CID517956,Bike,Malleshwaram,Cox Town,No Reason,Personal & Car related issue,,,105,,0,,,#NAME?
7408,19-07-2024 03:35,03:35:00,CNR1194489272,Canceled by Driver,CID172284,Auto,Electronic City,Yeshwanthpur,No Reason,Customer related issue,,,410,,0,,,#NAME?
7409,29-07-2024 22:52,22:52:00,CNR2816095903,Canceled by Customer,CID707938,Bike,Chickpet,Bellandur,Driver asked to cancel,No Reason,,,252,,0,,,#NAME?
7410,27-07-2024 06:06,06:06:00,CNR9108423066,Success,CID233365,Auto,Peenya,Vijayanagar,No Reason,No Reason,Yes,Vehicle Breakdown,286,UPI,4,4.6,4.2,#NAME?
7411,09-07-2024 08:28,08:28:00,CNR1037812492,Canceled by Driver,CID179340,Prime SUV,Hulimavu,Sahakar Nagar,No Reason,More than permitted people in there,,,229,,0,,,#NAME?
7412,12-07-2024 13:42,13:42:00,CNR8944471473,Success,CID742234,Prime Plus,Kammanahalli,Rajarajeshwari Nagar,No Reason,No Reason,No,,245,Cash,24,4.8,3.9,#NAME?
7413,08-07-2024 22:19,22:19:00,CNR6882311709,Success,CID335936,Bike,Varthur,Malleshwaram,No Reason,No Reason,No,,149,Cash,24,4.1,4.8,#NAME?
7414,14-07-2024 07:38,07:38:00,CNR1549608735,Success,CID712928,Prime Sedan,Varthur,Peenya,No Reason,No Reason,No,,451,UPI,48,3.5,4.2,#NAME?
7415,24-07-2024 04:05,04:05:00,CNR9348766941,Driver Not Found,CID804095,Prime SUV,Varthur,Hulimavu,No Reason,No Reason,,,2080,,0,,,#NAME?
7416,14-07-2024 17:44,17:44:00,CNR8587230002,Driver Not Found,CID318365,Auto,Cox Town,Shivajinagar,No Reason,No Reason,,,128,,0,,,#NAME?
7417,26-07-2024 14:41,14:41:00,CNR7056744572,Canceled by Driver,CID445015,Prime SUV,Magadi Road,Yelahanka,No Reason,Customer was coughing/sick,,,322,,0,,,#NAME?
7418,16-07-2024 17:03,17:03:00,CNR9343499894,Success,CID360588,Auto,Marathahalli,Peenya,No Reason,No Reason,No,,334,UPI,10,3.9,4.5,#NAME?
7419,06-07-2024 10:16,10:16:00,CNR1459371964,Success,CID820629,Prime Plus,Hebbal,KR Puram,No Reason,No Reason,No,,740,Cash,27,4.1,4.0,#NAME?
7420,06-07-2024 03:36,03:36:00,CNR9016244353,Success,CID632589,Bike,Kadugodi,Indiranagar,No Reason,No Reason,No,,370,Cash,12,3.3,4.3,#NAME?
7421,05-07-2024 05:32,05:32:00,CNR7203720770,Canceled by Customer,CID873008,Bike,KR Puram,Jayanagar,AC is Not working,No Reason,,,316,,0,,,#NAME?
7422,23-07-2024 12:59,12:59:00,CNR7589857607,Canceled by Customer,CID102516,Auto,Koramangala,Rajarajeshwari Nagar,Driver is not moving towards pickup location,No Reason,,,218,,0,,,#NAME?
7423,01-07-2024 13:04,13:04:00,CNR3207705918,Canceled by Driver,CID242136,Bike,Hosur Road,Rajarajeshwari Nagar,No Reason,Personal & Car related issue,,,188,,0,,,#NAME?
7424,20-07-2024 02:38,02:38:00,CNR7414405736,Canceled by Driver,CID508638,eBike,Sarjapur Road,Nagarbhavi,No Reason,Customer related issue,,,175,,0,,,#NAME?
7425,11-07-2024 09:43,09:43:00,CNR2498912542,Success,CID240330,Bike,Peenya,Sarjapur Road,No Reason,No Reason,No,,383,UPI,8,3.8,4.8,#NAME?
7426,17-07-2024 07:49,07:49:00,CNR4263725208,Success,CID807838,Bike,HSR Layout,Kengeri,No Reason,No Reason,No,,195,Cash,11,3.8,3.4,#NAME?
7427,15-07-2024 03:20,03:20:00,CNR1474034091,Success,CID313385,Prime Sedan,Cox Town,Kammanahalli,No Reason,No Reason,No,,491,Cash,41,4.0,4.8,#NAME?
7428,21-07-2024 16:20,16:20:00,CNR7200976931,Success,CID637140,Bike,Whitefield,BTM Layout,No Reason,No Reason,No,,626,Cash,49,4.5,4.4,#NAME?
7429,20-07-2024 23:43,23:43:00,CNR2547564090,Success,CID372131,Mini,Bannerghatta Road,Frazer Town,No Reason,No Reason,No,,381,Credit Card,13,3.8,4.4,#NAME?
7430,30-07-2024 08:55,08:55:00,CNR9857023467,Success,CID225210,eBike,Shivajinagar,Bellandur,No Reason,No Reason,No,,257,Credit Card,29,4.4,3.5,#NAME?
7431,20-07-2024 08:57,08:57:00,CNR6441134095,Canceled by Driver,CID484189,Bike,Yelahanka,Richmond Town,No Reason,Customer related issue,,,1263,,0,,,#NAME?
7432,06-07-2024 10:08,10:08:00,CNR3340619202,Canceled by Driver,CID483370,eBike,Shantinagar,HSR Layout,No Reason,Personal & Car related issue,,,394,,0,,,#NAME?
7433,23-07-2024 15:13,15:13:00,CNR6813763791,Success,CID921761,Auto,Peenya,Jayanagar,No Reason,No Reason,No,,327,Cash,3,3.6,4.0,#NAME?
7434,06-07-2024 20:18,20:18:00,CNR2455874262,Success,CID219168,eBike,Nagarbhavi,Magadi Road,No Reason,No Reason,No,,1500,Credit Card,26,4.2,4.5,#NAME?
7435,11-07-2024 12:11,12:11:00,CNR1276097913,Canceled by Customer,CID316661,Bike,Magadi Road,Tumkur Road,Driver is not moving towards pickup location,No Reason,,,435,,0,,,#NAME?
7436,01-07-2024 14:33,14:33:00,CNR5832148161,Success,CID684676,Prime Plus,Chickpet,Basavanagudi,No Reason,No Reason,No,,407,Cash,9,4.6,3.7,#NAME?
7437,11-07-2024 10:05,10:05:00,CNR6811997483,Driver Not Found,CID545623,Prime Sedan,RT Nagar,Shantinagar,No Reason,No Reason,,,659,,0,,,#NAME?
7438,21-07-2024 14:10,14:10:00,CNR2682103576,Success,CID678935,Mini,Nagarbhavi,Koramangala,No Reason,No Reason,No,,614,UPI,49,3.5,4.6,#NAME?
7439,26-07-2024 21:47,21:47:00,CNR9226221569,Success,CID784545,Bike,RT Nagar,Varthur,No Reason,No Reason,No,,913,Cash,23,3.1,4.7,#NAME?
7440,17-07-2024 07:07,07:07:00,CNR3979330337,Canceled by Customer,CID425321,Prime Sedan,Whitefield,MG Road,Driver asked to cancel,No Reason,,,290,,0,,,#NAME?
7441,29-07-2024 21:17,21:17:00,CNR6561306253,Canceled by Customer,CID585207,Mini,Bannerghatta Road,HSR Layout,Driver asked to cancel,No Reason,,,457,,0,,,#NAME?
7442,26-07-2024 10:14,10:14:00,CNR5599201395,Success,CID961625,Prime SUV,Hebbal,Rajarajeshwari Nagar,No Reason,No Reason,No,,235,UPI,49,4.5,3.6,#NAME?
7443,18-07-2024 10:22,10:22:00,CNR5648445521,Success,CID495387,eBike,Sarjapur Road,Electronic City,No Reason,No Reason,No,,107,UPI,27,3.1,4.2,#NAME?
7444,30-07-2024 13:40,13:40:00,CNR8375837361,Canceled by Customer,CID690619,eBike,Padmanabhanagar,Koramangala,Driver asked to cancel,No Reason,,,363,,0,,,#NAME?
7445,10-07-2024 00:29,00:29:00,CNR5901020528,Canceled by Customer,CID140571,Prime Plus,Banashankari,Bannerghatta Road,Change of plans,No Reason,,,301,,0,,,#NAME?
7446,08-07-2024 21:29,21:29:00,CNR9572404349,Success,CID197098,eBike,Rajarajeshwari Nagar,Basavanagudi,No Reason,No Reason,No,,333,Cash,43,3.5,4.8,#NAME?
7447,01-07-2024 21:18,21:18:00,CNR4264054580,Success,CID979091,eBike,Chickpet,Yelahanka,No Reason,No Reason,No,,367,UPI,43,3.7,3.1,#NAME?
7448,28-07-2024 10:22,10:22:00,CNR3436269842,Driver Not Found,CID306578,Prime SUV,Hulimavu,Electronic City,No Reason,No Reason,,,152,,0,,,#NAME?
7449,03-07-2024 15:39,15:39:00,CNR2525693882,Success,CID910877,Auto,Magadi Road,Vijayanagar,No Reason,No Reason,No,,1127,UPI,3,4.0,3.8,#NAME?
7450,01-07-2024 16:42,16:42:00,CNR3074206333,Success,CID118243,eBike,Shantinagar,Sarjapur Road,No Reason,No Reason,No,,427,Cash,29,4.7,3.7,#NAME?
7451,11-07-2024 19:00,19:00:00,CNR8638664032,Canceled by Customer,CID190140,Prime SUV,Electronic City,HSR Layout,AC is Not working,No Reason,,,413,,0,,,#NAME?
7452,11-07-2024 23:58,23:58:00,CNR6716801531,Success,CID766226,Prime Sedan,Yelahanka,Bellandur,No Reason,No Reason,No,,924,Cash,28,4.3,4.0,#NAME?
7453,11-07-2024 00:59,00:59:00,CNR5759075963,Success,CID855614,Bike,Koramangala,Ulsoor,No Reason,No Reason,No,,444,UPI,14,4.9,3.3,#NAME?
7454,26-07-2024 15:10,15:10:00,CNR8722514874,Success,CID245015,Prime Sedan,Rajarajeshwari Nagar,Yeshwanthpur,No Reason,No Reason,No,,344,Cash,38,3.5,3.2,#NAME?
7455,03-07-2024 06:06,06:06:00,CNR9239007261,Canceled by Driver,CID586379,Prime Plus,Frazer Town,Sahakar Nagar,No Reason,Personal & Car related issue,,,244,,0,,,#NAME?
7456,02-07-2024 07:24,07:24:00,CNR7089254821,Success,CID931853,Prime Plus,KR Puram,Kengeri,No Reason,No Reason,No,,975,UPI,24,4.2,4.9,#NAME?
7457,28-07-2024 23:51,23:51:00,CNR6891434365,Success,CID619041,eBike,Sarjapur Road,Hebbal,No Reason,No Reason,No,,248,Cash,46,3.2,4.7,#NAME?
7458,19-07-2024 15:33,15:33:00,CNR5634029296,Success,CID142342,Mini,Shantinagar,Malleshwaram,No Reason,No Reason,No,,887,Cash,34,3.9,4.7,#NAME?
7459,03-07-2024 12:32,12:32:00,CNR4006401124,Driver Not Found,CID819718,Prime SUV,Kadugodi,Rajarajeshwari Nagar,No Reason,No Reason,,,254,,0,,,#NAME?
7460,04-07-2024 04:04,04:04:00,CNR3955184761,Success,CID415813,Bike,Mysore Road,Shivajinagar,No Reason,No Reason,No,,456,UPI,12,3.1,3.1,#NAME?
7461,07-07-2024 11:40,11:40:00,CNR8441865166,Canceled by Driver,CID651514,Auto,Kammanahalli,Yelahanka,No Reason,Personal & Car related issue,,,446,,0,,,#NAME?
7462,26-07-2024 07:37,07:37:00,CNR7948245730,Success,CID547743,Prime Plus,Bannerghatta Road,HSR Layout,No Reason,No Reason,No,,485,Cash,3,3.2,4.7,#NAME?
7463,19-07-2024 03:03,03:03:00,CNR7062451331,Driver Not Found,CID696480,Prime SUV,Ramamurthy Nagar,Chamarajpet,No Reason,No Reason,,,921,,0,,,#NAME?
7464,22-07-2024 15:19,15:19:00,CNR3766588707,Driver Not Found,CID689743,Bike,BTM Layout,Shivajinagar,No Reason,No Reason,,,467,,0,,,#NAME?
7465,26-07-2024 05:20,05:20:00,CNR4441404651,Success,CID231755,Prime SUV,Nagarbhavi,Marathahalli,No Reason,No Reason,No,,497,Debit Card,17,3.3,4.6,#NAME?
7466,03-07-2024 10:31,10:31:00,CNR3408809140,Driver Not Found,CID678678,Mini,Richmond Town,Shantinagar,No Reason,No Reason,,,826,,0,,,#NAME?
7467,25-07-2024 22:32,22:32:00,CNR4880423838,Canceled by Driver,CID477433,Prime Sedan,BTM Layout,Frazer Town,No Reason,More than permitted people in there,,,305,,0,,,#NAME?
7468,23-07-2024 11:23,11:23:00,CNR8153918611,Success,CID394400,Prime SUV,Ramamurthy Nagar,Hulimavu,No Reason,No Reason,Yes,Customer Demand,868,Cash,42,3.6,3.6,#NAME?
7469,14-07-2024 15:04,15:04:00,CNR6149351611,Canceled by Customer,CID243027,Auto,Hulimavu,Rajarajeshwari Nagar,Change of plans,No Reason,,,136,,0,,,#NAME?
7470,26-07-2024 04:55,04:55:00,CNR3019885577,Driver Not Found,CID807198,Prime Sedan,Cox Town,Ulsoor,No Reason,No Reason,,,100,,0,,,#NAME?
7471,28-07-2024 05:23,05:23:00,CNR1355391986,Success,CID292257,Prime Plus,Rajarajeshwari Nagar,Kammanahalli,No Reason,No Reason,No,,328,UPI,26,3.6,4.2,#NAME?
7472,26-07-2024 17:10,17:10:00,CNR5183876528,Canceled by Driver,CID500982,eBike,Kadugodi,Magadi Road,No Reason,Personal & Car related issue,,,896,,0,,,#NAME?
7473,19-07-2024 02:59,02:59:00,CNR5042328814,Canceled by Driver,CID290759,Prime Plus,Koramangala,Bellandur,No Reason,Customer related issue,,,298,,0,,,#NAME?
7474,30-07-2024 10:48,10:48:00,CNR6120563500,Success,CID825360,Prime SUV,Shivajinagar,MG Road,No Reason,No Reason,No,,383,UPI,23,3.4,3.8,#NAME?
7475,17-07-2024 00:47,00:47:00,CNR4887256509,Canceled by Driver,CID514149,eBike,Cox Town,Tumkur Road,No Reason,Customer was coughing/sick,,,644,,0,,,#NAME?
7476,11-07-2024 23:24,23:24:00,CNR6145478655,Canceled by Driver,CID998865,Prime Plus,Mysore Road,Devanahalli,No Reason,Personal & Car related issue,,,2190,,0,,,#NAME?
7477,13-07-2024 13:12,13:12:00,CNR8366283002,Success,CID355590,Prime Plus,Chamarajpet,Tumkur Road,No Reason,No Reason,No,,801,UPI,7,3.3,4.5,#NAME?
7478,13-07-2024 01:56,01:56:00,CNR4372377336,Success,CID689501,Mini,MG Road,Marathahalli,No Reason,No Reason,No,,430,UPI,24,4.1,4.7,#NAME?
7479,08-07-2024 14:17,14:17:00,CNR8992062126,Driver Not Found,CID574300,Mini,Yeshwanthpur,Yelahanka,No Reason,No Reason,,,317,,0,,,#NAME?
7480,07-07-2024 14:27,14:27:00,CNR4322457233,Success,CID779085,Prime SUV,Kammanahalli,JP Nagar,No Reason,No Reason,No,,213,UPI,11,4.4,4.8,#NAME?
7481,16-07-2024 18:40,18:40:00,CNR1028567838,Success,CID275783,Bike,MG Road,Frazer Town,No Reason,No Reason,No,,853,UPI,37,4.6,3.6,#NAME?
7482,18-07-2024 10:55,10:55:00,CNR3966236339,Success,CID376722,Mini,Electronic City,Rajajinagar,No Reason,No Reason,Yes,Customer Demand,566,Cash,47,4.8,4.9,#NAME?
7483,28-07-2024 02:19,02:19:00,CNR9637896047,Canceled by Driver,CID643787,Prime SUV,Sarjapur Road,Vijayanagar,No Reason,Customer related issue,,,186,,0,,,#NAME?
7484,14-07-2024 03:02,03:02:00,CNR5622112633,Success,CID470803,eBike,Yelahanka,Indiranagar,No Reason,No Reason,No,,237,Cash,21,4.0,4.2,#NAME?
7485,10-07-2024 10:10,10:10:00,CNR9318952319,Success,CID603856,Prime SUV,HSR Layout,Hennur,No Reason,No Reason,No,,412,UPI,1,3.1,4.8,#NAME?
7486,23-07-2024 11:14,11:14:00,CNR4946408569,Success,CID115178,Auto,Malleshwaram,Hennur,No Reason,No Reason,No,,266,UPI,6,3.6,3.3,#NAME?
7487,16-07-2024 08:16,08:16:00,CNR9961807395,Canceled by Driver,CID464158,Auto,Basavanagudi,HSR Layout,No Reason,Customer related issue,,,313,,0,,,#NAME?
7488,06-07-2024 07:17,07:17:00,CNR3869410797,Success,CID634051,Mini,Varthur,Indiranagar,No Reason,No Reason,No,,644,Cash,30,4.1,3.8,#NAME?
7489,11-07-2024 01:57,01:57:00,CNR9561819612,Canceled by Customer,CID640720,Prime Sedan,Rajajinagar,Langford Town,Change of plans,No Reason,,,495,,0,,,#NAME?
7490,21-07-2024 06:25,06:25:00,CNR7559580593,Success,CID223589,Prime Plus,Malleshwaram,Marathahalli,No Reason,No Reason,No,,400,Cash,3,4.1,4.3,#NAME?
7491,28-07-2024 19:58,19:58:00,CNR3105153067,Success,CID664779,Prime Sedan,Padmanabhanagar,Banashankari,No Reason,No Reason,No,,333,UPI,11,3.8,4.2,#NAME?
7492,04-07-2024 14:30,14:30:00,CNR2475499870,Success,CID521507,Bike,Chickpet,Yeshwanthpur,No Reason,No Reason,No,,382,UPI,25,3.6,3.0,#NAME?
7493,08-07-2024 19:11,19:11:00,CNR9283331742,Success,CID630696,Prime Sedan,Hennur,Sahakar Nagar,No Reason,No Reason,No,,298,UPI,13,4.6,4.7,#NAME?
7494,20-07-2024 15:59,15:59:00,CNR1833357763,Success,CID769908,Prime SUV,Shantinagar,Bellandur,No Reason,No Reason,No,,483,Cash,1,3.8,4.8,#NAME?
7495,28-07-2024 16:31,16:31:00,CNR3539010691,Canceled by Driver,CID654565,Prime SUV,Richmond Town,Mysore Road,No Reason,Personal & Car related issue,,,611,,0,,,#NAME?
7496,17-07-2024 17:51,17:51:00,CNR6873090189,Success,CID363701,Auto,Devanahalli,Shivajinagar,No Reason,No Reason,No,,246,Cash,11,3.7,4.6,#NAME?
7497,10-07-2024 03:34,03:34:00,CNR5283451028,Canceled by Driver,CID291326,Mini,Padmanabhanagar,Yelahanka,No Reason,Customer was coughing/sick,,,251,,0,,,#NAME?
7498,10-07-2024 17:36,17:36:00,CNR5867028618,Success,CID547333,Auto,Cox Town,Vijayanagar,No Reason,No Reason,No,,447,Cash,12,3.0,4.4,#NAME?
7499,14-07-2024 09:38,09:38:00,CNR2892228927,Canceled by Customer,CID390729,Prime Plus,Frazer Town,Varthur,Driver asked to cancel,No Reason,,,385,,0,,,#NAME?
7500,15-07-2024 18:05,18:05:00,CNR1455545604,Success,CID827745,Prime Plus,Nagarbhavi,KR Puram,No Reason,No Reason,No,,376,Cash,2,3.1,4.9,#NAME?
7501,12-07-2024 05:01,05:01:00,CNR4487932993,Success,CID442122,Prime SUV,BTM Layout,Bannerghatta Road,No Reason,No Reason,No,,449,UPI,20,3.8,3.2,#NAME?
7502,04-07-2024 20:46,20:46:00,CNR1523390571,Success,CID254709,eBike,Vijayanagar,Chickpet,No Reason,No Reason,No,,105,UPI,35,4.2,4.2,#NAME?
7503,21-07-2024 01:50,01:50:00,CNR4296561501,Success,CID161275,Auto,Hosur Road,Vijayanagar,No Reason,No Reason,Yes,Vehicle Breakdown,160,Cash,2,4.2,3.7,#NAME?
7504,19-07-2024 13:59,13:59:00,CNR2552079411,Success,CID515392,Auto,Ramamurthy Nagar,Basavanagudi,No Reason,No Reason,No,,116,Cash,8,4.1,3.1,#NAME?
7505,13-07-2024 04:49,04:49:00,CNR8118590762,Canceled by Driver,CID412834,Mini,Banashankari,Richmond Town,No Reason,Personal & Car related issue,,,965,,0,,,#NAME?
7506,02-07-2024 10:42,10:42:00,CNR1820713955,Canceled by Customer,CID853705,Bike,Vijayanagar,Rajajinagar,Driver asked to cancel,No Reason,,,805,,0,,,#NAME?
7507,06-07-2024 22:59,22:59:00,CNR3681361581,Success,CID422200,Bike,Richmond Town,Hennur,No Reason,No Reason,No,,416,Cash,16,3.1,3.3,#NAME?
7508,03-07-2024 17:32,17:32:00,CNR5381237499,Canceled by Driver,CID513288,Auto,Kammanahalli,Malleshwaram,No Reason,Personal & Car related issue,,,362,,0,,,#NAME?
7509,16-07-2024 23:51,23:51:00,CNR6662144734,Success,CID227727,Auto,KR Puram,Marathahalli,No Reason,No Reason,No,,406,UPI,1,3.2,3.7,#NAME?
7510,20-07-2024 19:55,19:55:00,CNR7546852672,Success,CID268931,Prime SUV,Frazer Town,Rajarajeshwari Nagar,No Reason,No Reason,No,,765,Cash,29,4.8,4.5,#NAME?
